customer_id,customer_name,customer_type,channel,province,region,address,phone,tax_code,join_date,credit_limit,status
CUS00975,Nhà hàng Lê Xuân Khoa,Nhà hàng,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 372 đường Điện Biên Phủ, Bắc Ninh",02337626181,2904308418,2021-02-02,200000000,Inactive
CUS00976,Cửa hàng tiện lợi Trần Thành Trung,Cửa hàng tiện lợi,Modern Trade,Hưng Yên,Miền Bắc,"Số 119 đường Điện Biên Phủ, Hưng Yên",02850107238,,2019-05-27,500000000,Active
CUS00977,Nhà hàng Nguyễn Xuân Tâm,Nhà hàng,Traditional Trade,Tiền Giang,Miền Nam,"Số 58 đường Điện Biên Phủ, Tiền Giang",02867164749,3512463846,2023-06-19,200000000,Active
CUS00978,Online Seller Đỗ Công Hải,Online Seller,E-commerce,Hải Phòng,Miền Bắc,"Số 124 đường Lý Thường Kiệt, Hải Phòng",02868046122,,2022-09-24,50000000,Active
CUS00979,Online Seller Ngô Minh Tâm,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 328 đường Nguyễn Trãi, Nghệ An",02666323846,,2020-10-26,200000000,Active
CUS00980,Tạp hóa Đỗ Hữu Phúc,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 303 đường Hai Bà Trưng, Thái Bình",02523954006,,2023-06-22,500000000,Active
CUS00981,Siêu thị Đỗ Thị Hùng,Siêu thị,Modern Trade,Vũng Tàu,Miền Nam,"Số 295 đường Lê Lợi, Vũng Tàu",02242026271,4196786163,2021-11-23,500000000,Active
CUS00982,Canteen Lý Thành Phương,Canteen,Traditional Trade,TP.HCM,Miền Nam,"Số 343 đường Lê Lợi, TP.HCM",02486092056,1776262473,2021-09-09,50000000,Active
CUS00983,Siêu thị Ngô Hữu Tâm,Siêu thị,Modern Trade,Nghệ An,Miền Trung,"Số 184 đường Lý Thường Kiệt, Nghệ An",02657295434,6363130326,2023-01-01,50000000,Active
CUS00984,Tạp hóa Phạm Bá Uyên,Tạp hóa,Traditional Trade,Cần Thơ,Miền Nam,"Số 380 đường Hai Bà Trưng, Cần Thơ",02633093235,,2023-08-10,50000000,Active
CUS00985,Nhà hàng Lý Minh Hùng,Nhà hàng,Traditional Trade,Long An,Miền Nam,"Số 469 đường Điện Biên Phủ, Long An",02295825759,7039004351,2023-07-30,100000000,Active
CUS00986,Online Seller Đặng Quốc Việt,Online Seller,E-commerce,Hưng Yên,Miền Bắc,"Số 413 đường Hai Bà Trưng, Hưng Yên",02631369793,,2019-11-22,200000000,Inactive
CUS00987,Cửa hàng tiện lợi Ngô Thành Tiến,Cửa hàng tiện lợi,Modern Trade,Hưng Yên,Miền Bắc,"Số 388 đường Nguyễn Trãi, Hưng Yên",02933878421,,2022-06-19,50000000,Active
CUS00988,Nhà hàng Lê Hồng Việt,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 273 đường Trần Phú, Nam Định",02727855290,9251741685,2019-03-01,200000000,Active
CUS00989,Tạp hóa Đặng Văn Quân,Tạp hóa,Traditional Trade,Hải Dương,Miền Bắc,"Số 281 đường Nguyễn Huệ, Hải Dương",02513537870,,2023-07-19,100000000,Active
CUS00990,Tạp hóa Đặng Thành Ngân,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 75 đường Lê Lợi, Bắc Ninh",02542706202,,2018-03-27,500000000,Active
CUS00991,Cửa hàng tiện lợi Đỗ Thanh Nhân,Cửa hàng tiện lợi,Modern Trade,Bình Định,Miền Trung,"Số 96 đường Lý Thường Kiệt, Bình Định",02987966489,,2022-06-25,500000000,Active
CUS00992,Nhà hàng Vũ Quốc Hải,Nhà hàng,Traditional Trade,Tiền Giang,Miền Nam,"Số 461 đường Nguyễn Huệ, Tiền Giang",02682527114,2533621911,2019-07-05,200000000,Active
CUS00993,Cửa hàng tiện lợi Đỗ Đức Hùng,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 470 đường Lý Thường Kiệt, Long An",02973852434,,2024-01-02,200000000,Active
CUS00994,Online Seller Huỳnh Hồng Phúc,Online Seller,E-commerce,Long An,Miền Nam,"Số 239 đường Trần Phú, Long An",02171772215,,2022-11-29,500000000,Active
CUS00995,Siêu thị Bùi Hữu Dũng,Siêu thị,Modern Trade,Quảng Ninh,Miền Bắc,"Số 459 đường Trần Phú, Quảng Ninh",02829848134,9863854010,2021-12-22,50000000,Active
CUS00996,Nhà hàng Ngô Văn Vân,Nhà hàng,Traditional Trade,Bình Định,Miền Trung,"Số 221 đường Điện Biên Phủ, Bình Định",02363183240,7236772367,2024-01-15,200000000,Active
CUS00997,Tạp hóa Dương Bá Uyên,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 442 đường Lê Lợi, Vũng Tàu",02158096857,,2019-05-06,50000000,Active
CUS00998,Online Seller Lê Hồng Nam,Online Seller,E-commerce,Vũng Tàu,Miền Nam,"Số 128 đường Nguyễn Trãi, Vũng Tàu",02334325365,,2018-05-01,500000000,Active
CUS00999,Siêu thị Vũ Công Kiên,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 413 đường Hai Bà Trưng, Đà Nẵng",02773673905,2474442265,2019-01-28,200000000,Active
CUS01000,Nhà hàng Đặng Thị Mai,Nhà hàng,Traditional Trade,Vũng Tàu,Miền Nam,"Số 134 đường Hai Bà Trưng, Vũng Tàu",02440419133,5645300925,2023-01-25,50000000,Active
CUS01001,Cửa hàng tiện lợi Nguyễn Thành Hải,Cửa hàng tiện lợi,Modern Trade,Hà Nội,Miền Bắc,"Số 49 đường Nguyễn Huệ, Hà Nội",02181017414,,2018-02-21,50000000,Active
CUS01002,Cửa hàng tiện lợi Đỗ Quốc Giang,Cửa hàng tiện lợi,Modern Trade,Đà Nẵng,Miền Trung,"Số 490 đường Nguyễn Huệ, Đà Nẵng",02495427135,,2023-08-03,100000000,Active
CUS01003,Online Seller Lê Công Hải,Online Seller,E-commerce,Đà Nẵng,Miền Trung,"Số 294 đường Nguyễn Huệ, Đà Nẵng",02833822574,,2023-09-10,100000000,Active
CUS01004,Cửa hàng tiện lợi Nguyễn Bá Khoa,Cửa hàng tiện lợi,Modern Trade,Đà Nẵng,Miền Trung,"Số 414 đường Trần Phú, Đà Nẵng",02524465305,,2021-11-30,100000000,Active
CUS01005,Canteen Phạm Công Linh,Canteen,Traditional Trade,Hải Phòng,Miền Bắc,"Số 314 đường Trần Phú, Hải Phòng",02898380763,3381395514,2021-10-17,100000000,Active
CUS01006,Tạp hóa Dương Xuân Cường,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 184 đường Lê Lợi, Thái Bình",02898538069,,2019-02-09,50000000,Active
CUS01007,Cửa hàng tiện lợi Đỗ Hồng Lộc,Cửa hàng tiện lợi,Modern Trade,Bình Định,Miền Trung,"Số 388 đường Nguyễn Trãi, Bình Định",02447924770,,2021-08-05,100000000,Active
CUS01008,Online Seller Vũ Xuân Phương,Online Seller,E-commerce,Hưng Yên,Miền Bắc,"Số 194 đường Lê Lợi, Hưng Yên",02813198965,,2023-07-06,50000000,Active
CUS01009,Canteen Hoàng Hữu Tiến,Canteen,Traditional Trade,Bình Định,Miền Trung,"Số 395 đường Điện Biên Phủ, Bình Định",02180806579,4570222505,2020-02-10,50000000,Active
CUS01010,Online Seller Huỳnh Hồng Dũng,Online Seller,E-commerce,Đồng Nai,Miền Nam,"Số 274 đường Lê Lợi, Đồng Nai",02150660713,,2022-04-26,100000000,Active
CUS01011,Online Seller Lý Xuân Mai,Online Seller,E-commerce,TP.HCM,Miền Nam,"Số 261 đường Trần Phú, TP.HCM",02138788785,,2019-02-09,500000000,Active
CUS01012,Siêu thị Ngô Thanh Vân,Siêu thị,Modern Trade,Hải Dương,Miền Bắc,"Số 106 đường Nguyễn Trãi, Hải Dương",02116071188,9255297978,2020-04-23,50000000,Active
CUS01013,Online Seller Lý Quốc Mai,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 200 đường Lý Thường Kiệt, Bắc Ninh",02459899973,,2022-07-05,50000000,Active
CUS01014,Cửa hàng tiện lợi Hồ Minh Phương,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 349 đường Nguyễn Trãi, Long An",02537498028,,2021-01-21,500000000,Active
CUS01015,Canteen Vũ Minh Nam,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 419 đường Lý Thường Kiệt, Nghệ An",02844014192,3577537135,2022-06-08,50000000,Active
CUS01016,Online Seller Ngô Thanh Giang,Online Seller,E-commerce,Huế,Miền Trung,"Số 327 đường Lê Lợi, Huế",02231330395,,2023-06-25,50000000,Active
CUS01017,Online Seller Hoàng Thành Lộc,Online Seller,E-commerce,Huế,Miền Trung,"Số 146 đường Nguyễn Trãi, Huế",02548212434,,2020-12-07,50000000,Active
CUS01018,Tạp hóa Trần Bá Vân,Tạp hóa,Traditional Trade,Nghệ An,Miền Trung,"Số 103 đường Nguyễn Huệ, Nghệ An",02914790926,,2023-04-05,500000000,Active
CUS01019,Canteen Lê Thị Giang,Canteen,Traditional Trade,Hà Nội,Miền Bắc,"Số 124 đường Hai Bà Trưng, Hà Nội",02668801935,4171173360,2022-12-16,50000000,Active
CUS01020,Tạp hóa Ngô Quốc Cường,Tạp hóa,Traditional Trade,Long An,Miền Nam,"Số 292 đường Lê Lợi, Long An",02355814884,,2020-10-24,100000000,Active
CUS01021,Canteen Vũ Đức Tiến,Canteen,Traditional Trade,Hà Nội,Miền Bắc,"Số 259 đường Lê Lợi, Hà Nội",02434691117,3693862043,2021-10-07,500000000,Inactive
CUS01022,Tạp hóa Đỗ Bá Tiến,Tạp hóa,Traditional Trade,Đà Nẵng,Miền Trung,"Số 286 đường Nguyễn Huệ, Đà Nẵng",02383433653,,2021-07-24,50000000,Active
CUS01023,Cửa hàng tiện lợi Bùi Văn Long,Cửa hàng tiện lợi,Modern Trade,Nam Định,Miền Bắc,"Số 371 đường Trần Phú, Nam Định",02615157990,,2019-08-11,50000000,Active
CUS01024,Siêu thị Đỗ Văn Kiên,Siêu thị,Modern Trade,Nam Định,Miền Bắc,"Số 394 đường Nguyễn Trãi, Nam Định",02240134305,9741096919,2024-02-13,50000000,Inactive
CUS01025,Online Seller Vũ Minh Kiên,Online Seller,E-commerce,Bình Định,Miền Trung,"Số 231 đường Điện Biên Phủ, Bình Định",02475842162,,2020-10-21,200000000,Active
CUS01026,Canteen Lê Hữu Hải,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 115 đường Nguyễn Huệ, Bình Phước",02595509203,4139528900,2022-05-11,200000000,Active
CUS01027,Siêu thị Vũ Minh Linh,Siêu thị,Modern Trade,Khánh Hòa,Miền Trung,"Số 22 đường Hai Bà Trưng, Khánh Hòa",02782678701,4657953422,2022-07-06,100000000,Active
CUS01028,Canteen Vũ Xuân Thảo,Canteen,Traditional Trade,Huế,Miền Trung,"Số 376 đường Hai Bà Trưng, Huế",02862135917,7285758328,2021-10-15,200000000,Active
CUS01029,Tạp hóa Phạm Hồng Nam,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 292 đường Nguyễn Huệ, Bắc Ninh",02672193264,,2024-02-24,500000000,Active
CUS01030,Canteen Lê Hữu Hùng,Canteen,Traditional Trade,Huế,Miền Trung,"Số 278 đường Điện Biên Phủ, Huế",02850308304,2770032700,2020-03-27,100000000,Active
CUS01031,Cửa hàng tiện lợi Vũ Đức Sơn,Cửa hàng tiện lợi,Modern Trade,Nam Định,Miền Bắc,"Số 13 đường Điện Biên Phủ, Nam Định",02461804106,,2019-12-07,200000000,Active
CUS01032,Online Seller Vũ Công Nam,Online Seller,E-commerce,Đồng Nai,Miền Nam,"Số 78 đường Hai Bà Trưng, Đồng Nai",02672891711,,2020-10-03,100000000,Active
CUS01033,Cửa hàng tiện lợi Dương Công Cường,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 347 đường Lê Lợi, Quảng Nam",02221509178,,2018-03-29,50000000,Active
CUS01034,Siêu thị Huỳnh Quốc Nam,Siêu thị,Modern Trade,Hải Dương,Miền Bắc,"Số 381 đường Nguyễn Huệ, Hải Dương",02451280251,4610686734,2022-01-26,200000000,Active
CUS01035,Nhà hàng Ngô Đức Tiến,Nhà hàng,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 156 đường Lê Lợi, Quảng Ngãi",02931449657,1652907614,2022-08-28,50000000,Active
CUS01036,Tạp hóa Bùi Bá Trung,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 359 đường Trần Phú, Vũng Tàu",02425214980,,2019-08-24,500000000,Active
CUS01037,Canteen Đặng Xuân Trung,Canteen,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 88 đường Lý Thường Kiệt, Quảng Ninh",02188675126,8808043113,2022-12-12,100000000,Active
CUS01038,Online Seller Đỗ Quốc Việt,Online Seller,E-commerce,Thái Bình,Miền Bắc,"Số 44 đường Trần Phú, Thái Bình",02233788142,,2019-07-07,200000000,Active
CUS01039,Online Seller Phạm Thành Uyên,Online Seller,E-commerce,Hải Phòng,Miền Bắc,"Số 150 đường Điện Biên Phủ, Hải Phòng",02257608618,,2023-07-20,50000000,Active
CUS01040,Tạp hóa Huỳnh Minh Nam,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 263 đường Trần Phú, Vũng Tàu",02913146646,,2023-06-29,200000000,Active
CUS01041,Online Seller Hoàng Minh Sơn,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 222 đường Trần Phú, Bắc Ninh",02146619501,,2023-02-20,50000000,Active
CUS01042,Cửa hàng tiện lợi Nguyễn Hồng Bình,Cửa hàng tiện lợi,Modern Trade,Quảng Ninh,Miền Bắc,"Số 155 đường Hai Bà Trưng, Quảng Ninh",02473098568,,2022-04-06,500000000,Inactive
CUS01043,Online Seller Vũ Quốc Hải,Online Seller,E-commerce,Cần Thơ,Miền Nam,"Số 412 đường Nguyễn Trãi, Cần Thơ",02764652792,,2021-11-02,100000000,Active
CUS01044,Cửa hàng tiện lợi Phạm Hữu Tiến,Cửa hàng tiện lợi,Modern Trade,Cần Thơ,Miền Nam,"Số 137 đường Lê Lợi, Cần Thơ",02821381032,,2021-07-29,50000000,Inactive
CUS01045,Tạp hóa Trần Đức Hải,Tạp hóa,Traditional Trade,Hải Phòng,Miền Bắc,"Số 34 đường Nguyễn Huệ, Hải Phòng",02421728894,,2018-11-05,50000000,Active
CUS01046,Cửa hàng tiện lợi Trần Đức Thảo,Cửa hàng tiện lợi,Modern Trade,Tiền Giang,Miền Nam,"Số 324 đường Lý Thường Kiệt, Tiền Giang",02699246477,,2019-03-10,50000000,Inactive
CUS01047,Online Seller Trần Đức Hà,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 368 đường Lê Lợi, Bắc Ninh",02168112164,,2020-08-12,100000000,Inactive
CUS01048,Nhà hàng Hồ Bá Nam,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 244 đường Lý Thường Kiệt, Nam Định",02476478091,6094109884,2021-03-25,50000000,Active
CUS01049,Siêu thị Lê Thanh Tâm,Siêu thị,Modern Trade,TP.HCM,Miền Nam,"Số 74 đường Nguyễn Trãi, TP.HCM",02426644381,1325471606,2020-02-06,200000000,Active
CUS01050,Canteen Hồ Công Tiến,Canteen,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 308 đường Hai Bà Trưng, Quảng Ninh",02995979202,2225796624,2022-10-14,200000000,Active
CUS01051,Cửa hàng tiện lợi Nguyễn Thành Tâm,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 145 đường Lý Thường Kiệt, Long An",02318677624,,2018-09-10,50000000,Active
CUS01052,Cửa hàng tiện lợi Dương Xuân Hà,Cửa hàng tiện lợi,Modern Trade,TP.HCM,Miền Nam,"Số 346 đường Lý Thường Kiệt, TP.HCM",02811610470,,2018-12-28,200000000,Active
CUS01053,Online Seller Đỗ Thành Giang,Online Seller,E-commerce,Khánh Hòa,Miền Trung,"Số 292 đường Trần Phú, Khánh Hòa",02670503600,,2022-01-06,500000000,Active
CUS01054,Canteen Huỳnh Bá Nam,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 117 đường Nguyễn Trãi, Nghệ An",02315731027,8262208232,2022-08-06,500000000,Active
CUS01055,Canteen Đặng Hữu Sơn,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 79 đường Nguyễn Huệ, Nghệ An",02766317377,5078647432,2019-07-26,200000000,Active
CUS01056,Canteen Huỳnh Văn Phương,Canteen,Traditional Trade,Đồng Nai,Miền Nam,"Số 406 đường Lý Thường Kiệt, Đồng Nai",02330272064,1789885801,2019-01-24,50000000,Active
CUS01057,Nhà hàng Phạm Văn Vân,Nhà hàng,Traditional Trade,Hưng Yên,Miền Bắc,"Số 201 đường Nguyễn Huệ, Hưng Yên",02583729641,2192581843,2020-02-18,500000000,Active
CUS01058,Canteen Lý Đức Vân,Canteen,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 497 đường Điện Biên Phủ, Quảng Ngãi",02157428438,5129350848,2018-10-02,200000000,Active
CUS01059,Tạp hóa Phạm Bá Vân,Tạp hóa,Traditional Trade,Cần Thơ,Miền Nam,"Số 412 đường Nguyễn Huệ, Cần Thơ",02775834718,,2018-02-23,200000000,Active
CUS01060,Nhà hàng Hồ Công Phương,Nhà hàng,Traditional Trade,Khánh Hòa,Miền Trung,"Số 314 đường Lê Lợi, Khánh Hòa",02381086637,6505706239,2022-03-10,100000000,Active
CUS01061,Siêu thị Đặng Quốc Nhân,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 127 đường Nguyễn Huệ, Đà Nẵng",02641331564,9171407544,2023-05-05,200000000,Active
CUS01062,Online Seller Phạm Đức Uyên,Online Seller,E-commerce,Tiền Giang,Miền Nam,"Số 401 đường Điện Biên Phủ, Tiền Giang",02489568937,,2020-08-28,100000000,Active
CUS01063,Nhà hàng Bùi Thị Kiên,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 385 đường Nguyễn Huệ, Đà Nẵng",02620912930,7568016720,2023-03-11,200000000,Inactive
CUS01064,Tạp hóa Dương Minh Linh,Tạp hóa,Traditional Trade,Nghệ An,Miền Trung,"Số 187 đường Lý Thường Kiệt, Nghệ An",02173585237,,2020-10-07,100000000,Active
CUS01065,Cửa hàng tiện lợi Đặng Bá Linh,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 402 đường Trần Phú, Quảng Nam",02675055025,,2021-07-10,100000000,Active
CUS01066,Cửa hàng tiện lợi Đỗ Thị Tiến,Cửa hàng tiện lợi,Modern Trade,Long An,Miền Nam,"Số 376 đường Lê Lợi, Long An",02480263274,,2023-08-27,200000000,Active
CUS01067,Online Seller Lý Văn Tuấn,Online Seller,E-commerce,Quảng Ngãi,Miền Trung,"Số 134 đường Nguyễn Huệ, Quảng Ngãi",02349742322,,2018-04-14,50000000,Active
CUS01068,Nhà hàng Đặng Đức Sơn,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 321 đường Hai Bà Trưng, Đà Nẵng",02931069286,7845512441,2021-07-10,50000000,Active
CUS01069,Tạp hóa Ngô Công Thảo,Tạp hóa,Traditional Trade,Quảng Nam,Miền Trung,"Số 146 đường Nguyễn Huệ, Quảng Nam",02353325981,,2018-03-11,50000000,Inactive
CUS01070,Canteen Huỳnh Đức Uyên,Canteen,Traditional Trade,Bình Định,Miền Trung,"Số 426 đường Điện Biên Phủ, Bình Định",02783836812,9699307064,2022-11-14,200000000,Active
CUS01071,Siêu thị Hồ Minh Uyên,Siêu thị,Modern Trade,Bình Định,Miền Trung,"Số 290 đường Lý Thường Kiệt, Bình Định",02178680335,9829847939,2019-06-25,500000000,Inactive
CUS01072,Tạp hóa Trần Bá Long,Tạp hóa,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 482 đường Điện Biên Phủ, Quảng Ninh",02422329160,,2022-01-15,200000000,Active
CUS01073,Siêu thị Đặng Xuân Dũng,Siêu thị,Modern Trade,Quảng Nam,Miền Trung,"Số 269 đường Hai Bà Trưng, Quảng Nam",02730801601,6185118898,2019-10-14,50000000,Active
CUS01074,Tạp hóa Nguyễn Thành Bình,Tạp hóa,Traditional Trade,Huế,Miền Trung,"Số 27 đường Điện Biên Phủ, Huế",02474249118,,2018-06-23,50000000,Active
CUS01075,Tạp hóa Bùi Quốc Uyên,Tạp hóa,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 199 đường Lý Thường Kiệt, Quảng Ninh",02712584460,,2023-09-21,200000000,Active
CUS01076,Cửa hàng tiện lợi Trần Văn Nam,Cửa hàng tiện lợi,Modern Trade,Vũng Tàu,Miền Nam,"Số 302 đường Lê Lợi, Vũng Tàu",02440803772,,2023-07-07,50000000,Active
CUS01077,Cửa hàng tiện lợi Lý Đức Lộc,Cửa hàng tiện lợi,Modern Trade,Hải Dương,Miền Bắc,"Số 109 đường Nguyễn Huệ, Hải Dương",02910986492,,2021-02-26,200000000,Active
CUS01078,Tạp hóa Lý Thanh Tâm,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 172 đường Nguyễn Huệ, Vũng Tàu",02644942491,,2022-05-28,50000000,Active
CUS01079,Canteen Đỗ Thành Lộc,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 105 đường Nguyễn Huệ, Đà Nẵng",02215591522,1882973081,2021-05-08,100000000,Active
CUS01080,Canteen Nguyễn Thành Phúc,Canteen,Traditional Trade,Quảng Nam,Miền Trung,"Số 291 đường Lý Thường Kiệt, Quảng Nam",02539099216,3195155142,2021-06-23,50000000,Active
CUS01081,Tạp hóa Đặng Hồng Kiên,Tạp hóa,Traditional Trade,Hải Dương,Miền Bắc,"Số 369 đường Trần Phú, Hải Dương",02862446166,,2019-11-08,500000000,Active
CUS01082,Online Seller Lý Thanh Giang,Online Seller,E-commerce,Cần Thơ,Miền Nam,"Số 316 đường Lê Lợi, Cần Thơ",02114187584,,2018-07-24,50000000,Active
CUS01083,Canteen Vũ Hồng Long,Canteen,Traditional Trade,Hưng Yên,Miền Bắc,"Số 50 đường Lê Lợi, Hưng Yên",02638898236,3773570124,2022-09-30,200000000,Inactive
CUS01084,Siêu thị Hoàng Văn Khoa,Siêu thị,Modern Trade,Khánh Hòa,Miền Trung,"Số 155 đường Nguyễn Huệ, Khánh Hòa",02571327790,1879033600,2018-05-05,500000000,Active
CUS01085,Online Seller Phạm Hữu Thắng,Online Seller,E-commerce,Hải Phòng,Miền Bắc,"Số 139 đường Lê Lợi, Hải Phòng",02818493813,,2019-09-20,100000000,Inactive
CUS01086,Siêu thị Nguyễn Hữu Phương,Siêu thị,Modern Trade,Vũng Tàu,Miền Nam,"Số 426 đường Hai Bà Trưng, Vũng Tàu",02733491174,5178604256,2018-06-30,50000000,Active
CUS01087,Nhà hàng Ngô Hữu Nam,Nhà hàng,Traditional Trade,Khánh Hòa,Miền Trung,"Số 411 đường Trần Phú, Khánh Hòa",02146502180,1807753719,2023-01-09,50000000,Active
CUS01088,Cửa hàng tiện lợi Ngô Hữu Phúc,Cửa hàng tiện lợi,Modern Trade,Nam Định,Miền Bắc,"Số 367 đường Lý Thường Kiệt, Nam Định",02148455675,,2022-01-31,50000000,Active
CUS01089,Canteen Bùi Đức Hải,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 338 đường Trần Phú, Nghệ An",02982580520,5920725544,2021-11-21,500000000,Active
CUS01090,Canteen Huỳnh Minh Linh,Canteen,Traditional Trade,Quảng Nam,Miền Trung,"Số 417 đường Điện Biên Phủ, Quảng Nam",02882782058,7046565695,2022-11-04,50000000,Active
CUS01091,Nhà hàng Hồ Hữu Sơn,Nhà hàng,Traditional Trade,Hải Dương,Miền Bắc,"Số 386 đường Nguyễn Trãi, Hải Dương",02315738577,4198865421,2019-07-26,100000000,Active
CUS01092,Canteen Trần Bá Cường,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 267 đường Lê Lợi, Đà Nẵng",02144187558,6733350690,2019-04-24,200000000,Active
CUS01093,Canteen Bùi Thành Lộc,Canteen,Traditional Trade,Bình Định,Miền Trung,"Số 113 đường Nguyễn Trãi, Bình Định",02664760624,5243215450,2020-07-13,500000000,Active
CUS01094,Online Seller Nguyễn Bá Hùng,Online Seller,E-commerce,Long An,Miền Nam,"Số 254 đường Nguyễn Huệ, Long An",02251145240,,2020-09-17,500000000,Active
CUS01095,Tạp hóa Nguyễn Văn Bình,Tạp hóa,Traditional Trade,Hải Phòng,Miền Bắc,"Số 152 đường Lê Lợi, Hải Phòng",02434926126,,2018-10-20,50000000,Active
CUS01096,Nhà hàng Hồ Xuân An,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 358 đường Nguyễn Trãi, Nam Định",02556059442,6960329328,2020-05-03,200000000,Active
CUS01097,Online Seller Đỗ Công Cường,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 348 đường Hai Bà Trưng, Bình Phước",02177108172,,2021-08-02,200000000,Inactive
CUS01098,Canteen Dương Bá Hùng,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 217 đường Điện Biên Phủ, Bình Phước",02675808087,5271939051,2022-04-06,50000000,Active
CUS01099,Nhà hàng Bùi Thị Hà,Nhà hàng,Traditional Trade,Thái Bình,Miền Bắc,"Số 126 đường Điện Biên Phủ, Thái Bình",02271026948,2449047673,2023-04-07,50000000,Active
CUS01100,Tạp hóa Đỗ Xuân Hùng,Tạp hóa,Traditional Trade,Bình Phước,Miền Nam,"Số 6 đường Điện Biên Phủ, Bình Phước",02389648700,,2018-04-26,500000000,Inactive
CUS01101,Nhà hàng Ngô Công Kiên,Nhà hàng,Traditional Trade,Thái Bình,Miền Bắc,"Số 411 đường Nguyễn Trãi, Thái Bình",02143984506,3515395117,2023-10-18,500000000,Active
CUS01102,Tạp hóa Nguyễn Minh Việt,Tạp hóa,Traditional Trade,Quảng Nam,Miền Trung,"Số 219 đường Lê Lợi, Quảng Nam",02320310693,,2020-03-26,500000000,Active
CUS01103,Online Seller Dương Thành Mai,Online Seller,E-commerce,Nam Định,Miền Bắc,"Số 396 đường Hai Bà Trưng, Nam Định",02150570882,,2020-01-19,100000000,Active
CUS01104,Tạp hóa Ngô Hữu Khoa,Tạp hóa,Traditional Trade,Bình Phước,Miền Nam,"Số 52 đường Nguyễn Huệ, Bình Phước",02327716606,,2018-04-07,500000000,Active
CUS01105,Siêu thị Ngô Bá Hải,Siêu thị,Modern Trade,Vũng Tàu,Miền Nam,"Số 326 đường Nguyễn Trãi, Vũng Tàu",02266186841,3034345636,2021-02-16,500000000,Active
CUS01106,Siêu thị Trần Minh Yến,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 244 đường Hai Bà Trưng, Đà Nẵng",02942646040,4760385504,2019-05-11,50000000,Active
CUS01107,Online Seller Phạm Hữu Hải,Online Seller,E-commerce,Đồng Nai,Miền Nam,"Số 286 đường Trần Phú, Đồng Nai",02818968278,,2020-01-30,500000000,Active
CUS01108,Tạp hóa Lê Minh Lan,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 383 đường Điện Biên Phủ, Bắc Ninh",02711502382,,2022-03-04,50000000,Active
CUS01109,Cửa hàng tiện lợi Hồ Minh An,Cửa hàng tiện lợi,Modern Trade,Hải Phòng,Miền Bắc,"Số 156 đường Lý Thường Kiệt, Hải Phòng",02352886482,,2020-09-25,500000000,Active
CUS01110,Canteen Đặng Thanh Hùng,Canteen,Traditional Trade,Thái Bình,Miền Bắc,"Số 89 đường Hai Bà Trưng, Thái Bình",02995013047,1304592812,2019-06-05,100000000,Active
